"SN_APD_QA","QA_RESPONSE_CD","QA_RESPONSE_TXT"
"-265383","N","The A-1, A-4, A-9, A-11, A-25 wells will be shut in during nipple up and nipple down operations. 

Please see the BSEE approved departure letter attached to this permit."
"-265384","N",""
"-265385","Y","OTC Greenlight 2.0"
"-265562","Y",""
"-265563","Y",""
"-265564","N/A",""
"-265565","N/A",""
"-265566","Y","GMG2909615"
"-265567","Y",""
"-265568","N",""
"-265569","Y","GL V2.0"
"-265598","Y","GMG29062K"
"-265599","N","Subsea well"
"-265600","N",""
"-265601","Y","Aquila Pressure Testing Software"
"-269198","Y",""
"-269199","Y",""
"-269200","N/A",""
"-269201","N/A",""
"-269202","Y","GMG 290103"
"-269203","N","This is a subsea well"
"-269204","N",""
"-269205","Y","EZ Chart 2.0"
"-267678","Y",""
"-267679","Y",""
"-267680","N/A",""
"-267681","N/A",""
"-267742","Y","GMG290110"
"-267743","N/A","Subsea"
"-267744","N",""
"-267745","Y","IPT Version 4.0 or higher"
"-267882","Y",""
"-270857","N/A","Bypass Operations. Riserless sections have been drilled. "
"-270858","Y","GMG290003"
"-270859","N/A","Bypass Operations. Riserless sections have been drilled. "
"-270860","Y",""
"-270861","Y","Suretech IPT Version 4"
"-270917","Y","IPT V4.0"
"-270918","Y",""
"-270919","Y",""
"-270920","Y",""
"-270921","N/A",""
"-270922","Y","GMG 290180"
"-270923","N/A","Open Water"
"-270924","N",""
"-270925","Y","IPT SureTec v.4.0 or higher"
"-270962","Y",""
"-270963","Y",""
"-270964","N/A","Bypass Operations. Riserless sections have been drilled. "
"-270965","N/A","Bypass Operations. Riserless sections have been drilled. "
"-270966","Y","GMG290003"
"-270967","N/A","Bypass Operations. Riserless sections have been drilled. "
"-270968","Y",""
"-270969","Y","Suretech IPT Version 4"
"-270990","Y",""
"-270991","Y",""
"-270992","Y",""
"-270993","N/A",""
"-270994","Y","GMG290103"
"-270995","N/A","SS Well "
"-270996","N",""
"-270997","Y","EZ Chart 2.0"
"-270998","Y",""
"-270999","Y",""
"-271000","Y",""
"-271001","N/A",""
"-271002","Y","GMG290110"
"-271003","N/A",""
"-267802","Y",""
"-267803","Y",""
"-267804","Y",""
"-267805","N",""
"-267806","Y","NPDES Permit #GMG 290132"
"-267807","N",""
"-267808","N",""
"-267809","Y","IPT SureTec Digital BOP Test Method. Version 4 or latest update version."
"-269054","Y",""
"-269055","Y",""
"-269056","Y",""
"-269057","N/A",""
"-269058","Y","GMG290180"
"-269059","N/A","OPEN WATER"
"-269060","N",""
"-269061","Y","IPT SURETEC 4.0 OR GREATER"
"-269193","N/A",""
"-269194","Y","NPDES Permit #GMG 290132"
"-269195","N","Please see attached ""Response to NTL
2009G25""."
"-269196","N",""
"-269197","Y","IPT SureTec Version 4 or latest approved
version."
"-269242","Y",""
"-269243","Y",""
"-269244","N/A",""
"-269245","N/A",""
"-269246","Y","GMG290629"
"-269247","N/A",""
"-269248","N",""
"-269249","Y","OTC Greenlight V2"
"-269682","Y",""
"-269683","Y",""
"-269684","Y",""
"-269685","N/A",""
"-269686","Y","NPDES Permit #GMG 290132"
"-269687","N","Please see attached ""Response to NTL
2009G25""."
"-269688","N",""
"-265198","Y",""
"-265199","Y",""
"-265200","Y",""
"-265201","N/A",""
"-265202","Y","GMG 290006"
"-265203","N/A","Subsea Well"
"-275084","N",""
"-275085","Y","EZ Chart version 2.0"
"-278204","N",""
"-278205","Y","IPT SureTec Digital BOP Test Method Version 4.0, or latest approved version."
"-278206","Y",""
"-278207","Y",""
"-278208","Y",""
"-278209","N/A",""
"-278230","Y","GMG 290103"
"-278231","N/A","Subsea Well "
"-278232","N",""
"-278233","Y","EZ Chart 2.0 "
"-278282","Y",""
"-278283","Y",""
"-278284","Y",""
"-278285","N/A",""
"-278286","Y","GMG290110"
"-278287","N/A",""
"-278288","N",""
"-278289","Y","Use of Suretec IPT; BSEE approval letter attached, Rev 4.0 dated 2019"
"-278767","N/A",""
"-278768","N/A",""
"-278769","N/A",""
"-278790","Y","GMG290269"
"-278791","Y",""
"-278792","N",""
"-278793","Y","OTC Greenlight"
"-278450","Y",""
"-278451","Y",""
"-278452","N/A",""
"-278453","N/A",""
"-278454","Y","GMG 290110"
"-278455","N/A",""
"-278456","N",""
"-278457","Y","SureTec IPT Version 4.0"
"-278766","Y",""
"-278298","Y",""
"-278299","Y",""
"-278300","Y",""
"-278301","Y",""
"-278302","Y","GMG290003"
"-278303","N/A",""
"-278304","N",""
"-278305","Y","Suretec Version 4"
"-278346","Y",""
"-278347","Y",""
"-278348","Y",""
"-278349","N/A",""
"-278350","Y","NPDES Permit #GMG 290132"
"-278351","N/A",""
"-278352","N",""
"-278353","Y","IPT SureTec Digital BOP Test Method Version 4.0, or latest approved version."
"-278601","N/A","On-going operation"
"-278602","Y",""
"-278603","N/A","On-going operation"
"-278604","N",""
"-278605","Y","Sure Tech V4"
"-278606","Y",""
"-278607","Y",""
"-278608","Y",""
"-278609","N/A",""
"-278630","Y","GMG 290180"
"-278631","N/A","Open Water"
"-278632","N",""
"-278633","Y","IPT SureTec Ver 4.0 or higher"
"-275086","Y",""
"-275087","Y",""
"-275088","Y",""
"-275089","N/A",""
"-275090","Y","GMG290003"
"-275091","N/A","Subsea Well, Not yet Spud."
"-275092","N",""
"-275093","Y","Suretech IPT Version 4"
"-275094","Y",""
"-275095","Y",""
"-275096","Y",""
"-275097","N/A",""
"-275098","Y","GMG 290103"
"-275099","N/A","SS Well"
"-275100","N",""
"-275101","N/A",""
"-277478","Y",""
"-277479","Y",""
"-277480","Y",""
"-277481","N/A",""
"-277482","Y","GMG 290103"
"-277483","N/A","Subsea Well "
"-277484","N",""
"-276454","Y",""
"-276455","Y",""
"-276456","N/A",""
"-276457","N/A",""
"-276458","Y","GMG290079"
"-276459","N/A",""
"-276460","N",""
"-276461","Y","Aquila Version 2.0.0"
"-276510","Y",""
"-276511","Y",""
"-276512","N/A",""
"-276513","N/A",""
"-276514","Y",""
"-276515","N/A",""
"-276438","Y",""
"-276439","Y",""
"-276440","Y",""
"-276441","N/A",""
"-276442","Y","GMG 290180"
"-276443","N/A","Open Water"
"-276444","N",""
"-276445","Y","IPT SureTec Ver 4.0 or higher"
"-276446","Y",""
"-276447","Y",""
"-276448","Y",""
"-276449","N/A",""
"-276450","Y","GMG 290103"
"-276451","N/A","Subsea Well"
"-276452","N",""
"-276453","Y","EZ Chart 2.0 "
"-279466","Y",""
"-279467","Y",""
"-279468","Y",""
"-279469","N/A",""
"-279470","Y","NPDES Permit #GMG 290132"
"-279471","N/A",""
"-279472","N",""
"-279473","Y","IPT SureTec Digital BOP Test Method Version 4.0, or latest approved version."
"-278162","Y",""
"-278163","Y",""
"-278164","Y",""
"-278165","N/A",""
"-278166","Y","NPDES Permit #GMG 290132"
"-278167","N/A",""
"-278168","N",""
"-278169","Y","IPT SureTec Digital BOP Test Method Version 4.0, or latest approved version."
"-278913","N/A",""
"-278914","Y","GMG 290103"
"-278915","N","SS Well"
"-278916","N",""
"-278917","Y","EZ Chart 2.0"
"-278952","N",""
"-278953","Y","OTC Greenlight Vr. 2.0"
"-279330","Y",""
"-279331","N/A",""
"-279332","Y",""
"-279333","N/A",""
"-279334","Y","GMG290103"
"-279335","N/A",""
"-279336","N",""
"-279337","N/A",""
"-279698","Y",""
"-279699","Y",""
"-279700","N/A",""
"-279701","N/A",""
"-279702","Y","GMG290629"
"-279703","N/A",""
"-279704","N",""
"-279705","Y","Aquila V2.0"
"-278138","Y",""
"-278139","Y",""
"-278140","N/A",""
"-278141","N/A",""
"-278142","Y","290079"
"-278143","N/A",""
"-278144","N",""
"-278145","Y","Aquila 2.0"
"-278146","Y",""
"-278147","Y",""
"-278148","Y",""
"-278149","Y",""
"-278150","Y","GMG290003"
"-278151","N/A",""
"-278152","N",""
"-278153","Y","Suretec Version 4"
"-271498","Y",""
"-271499","Y",""
"-271500","Y",""
"-271501","N/A",""
"-271522","Y","GMG 290180"
"-271523","N/A","Open Water"
"-271524","N",""
"-271525","Y","IPT SureTec Version 4"
"-271526","Y",""
"-271527","N/A",""
"-271528","N/A",""
"-271529","N/A",""
"-271530","Y","GMG 290103"
"-271531","N",""
"-271532","N",""
"-271533","Y","EZ Chart 2.0"
"-276516","N",""
"-276517","Y","Aquila V.2.0"
"-276550","Y",""
"-276551","Y",""
"-276552","N/A","Sidetrack Operation"
"-276553","N/A",""
"-276554","Y","GMG290103"
"-276555","N/A",""
"-276556","N",""
"-276557","Y","EZ Chart version 2.0"
"-278031","Y",""
"-278032","Y",""
"-278033","N/A",""
"-278034","Y","GMG 290103"
"-278035","N/A","Subsea Well "
"-278036","N",""
"-278037","Y","EZ Chart 2.0 "
"-278074","Y",""
"-277485","Y","EZ Chart 2.0 "
"-278030","Y",""
"-278075","Y",""
"-278076","Y",""
"-278082","Y",""
"-278083","Y",""
"-278084","Y",""
"-278085","N/A",""
"-278086","Y","GMG290629"
"-278087","N/A",""
"-278088","Y",""
"-278089","N/A",""
"-279690","Y",""
"-279691","Y",""
"-279692","Y",""
"-279693","N/A",""
"-279694","Y","GMG 290006"
"-279695","N/A","Subsea well"
"-279696","N",""
"-279697","Y","IPT SureTec v4"
"-279898","Y",""
"-279899","Y",""
"-279900","Y",""
"-279901","N/A",""
"-278234","Y",""
"-278235","Y",""
"-278236","Y",""
"-278237","N/A",""
"-278238","Y","NPDES Permit #GMG 290132"
"-278239","N/A",""
"-278240","N",""
"-278241","Y","IPT SureTec Digital BOP Test Method V4.0 or greater."
"-278634","Y",""
"-278635","Y",""
"-278636","Y",""
"-278637","N/A",""
"-278638","Y","NPDES Permit #GMG 290132"
"-278639","N/A",""
"-278640","N",""
"-278641","Y","IPT SureTec Digital BOP Test Method Version 4.0, or latest approved version."
"-273354","Y",""
"-273355","Y",""
"-273356","Y",""
"-273357","N",""
"-273358","Y","GMG 290006"
"-273359","N/A","SS well"
"-273360","N",""
"-273361","Y","IPT SureTec v4"
"-273906","Y",""
"-273907","Y",""
"-273908","Y",""
"-273909","N/A",""
"-273910","Y","NPDES Permit #GMG290132"
"-273911","N/A",""
"-273912","N",""
"-273913","Y","IPT SureTec Digital BOP Test Method V4 or
latest."
"-274958","Y",""
"-274959","N/A",""
"-274960","Y",""
"-274961","N/A",""
"-274982","Y","GMG 290103"
"-274983","N/A","Subsea Well"
"-274984","N",""
"-274985","Y","EZ Chart 2.0"
"-275362","Y",""
"-275363","Y",""
"-275364","Y",""
"-275365","N/A",""
"-275366","Y","GMG290003"
"-275367","N/A","Subsea Well, Not yet Spud."
"-275368","N",""
"-275369","Y","Suretech IPT Version 4"
"-278077","N/A",""
"-278078","Y","NPDES Permit #GMG 290132"
"-278079","N/A",""
"-278080","N",""
"-278081","Y","IPT SureTec Digital BOP Test Method Version 4.0, or latest approved version."
"-279907","Y",""
"-279908","Y",""
"-279909","Y","Conductor casing will be used. "
"-279910","Y","GMG29062K"
"-279911","N/A",""
"-279912","N",""
"-279913","Y","Aquila Pressure Testing Software"
"-279914","Y",""
"-278658","Y",""
"-278659","Y",""
"-278660","Y",""
"-278661","N/A",""
"-278662","Y","NPDES Permit #GMG 290132"
"-278663","N/A",""
"-278664","N",""
"-278665","Y","IPT SureTec Digital BOP Test Method Version 4.0, or latest approved version."
"-279902","Y","NPDES Permit #GMG 290132"
"-279903","N/A",""
"-279904","N",""
"-279905","Y","IPT SureTec Digital BOP Test Method Version 4.0, or latest approved version."
"-279906","Y",""
"-279915","Y",""
"-279916","Y",""
"-279917","N/A",""
"-279918","Y","GMG #29062O"
"-279919","N/A",""
"-279920","N",""
"-279921","Y","Aquila 2.0 or higher"
"-278314","Y",""
"-278315","Y",""
"-278316","Y",""
"-278317","N/A",""
"-278318","Y","GMG 290006"
"-278319","N/A","Subsea well"
"-278320","N",""
"-273817","Y","IPT 4.0"
"-274434","Y",""
"-274435","Y",""
"-274436","Y",""
"-274437","N/A",""
"-274438","Y","GMG 290103"
"-274439","N/A","Subsea Well"
"-274440","N",""
"-274441","Y","EZ Chart 2.0"
"-275634","Y",""
"-275635","N/A",""
"-275636","Y",""
"-275637","N/A",""
"-275638","Y","GMG 290103"
"-275639","N","SS Well"
"-275640","N",""
"-275641","N/A","Only riserless work, no BOP required."
"-275730","Y",""
"-275731","Y",""
"-275732","Y",""
"-275733","N/A",""
"-275734","Y","GMG 290103"
"-279442","Y",""
"-279443","Y",""
"-279444","N/A",""
"-279445","N/A",""
"-279446","Y","GMG290110"
"-279447","N/A",""
"-279448","N",""
"-279449","Y","Approval Letter Attached"
"-279490","Y",""
"-279491","Y",""
"-279492","N/A",""
"-279493","N/A",""
"-279494","Y","GMG290110"
"-279495","N/A",""
"-279496","N",""
"-279497","Y","Approval Letter Attached"
"-279610","Y",""
"-279611","Y",""
"-279612","N/A",""
"-279613","N/A",""
"-279614","Y","GMG 290110"
"-279615","N/A",""
"-277738","Y",""
"-277739","N/A",""
"-277740","Y",""
"-277741","N/A",""
"-277742","Y","GMG290103"
"-277743","N/A",""
"-277744","N",""
"-277745","N/A",""
"-277806","Y",""
"-277807","Y",""
"-277808","Y",""
"-277809","N/A",""
"-277810","Y","GMG 290006"
"-277811","N/A","Subsea well"
"-277812","N",""
"-277813","Y","IPT SureTec v4"
"-277814","Y",""
"-277815","Y",""
"-277816","Y",""
"-277817","N/A",""
"-277818","Y","NPDES Permit #GMG 290132"
"-277819","N/A",""
"-277820","N",""
"-277821","Y","IPT SureTec Digital BOP Test Method Version 4.0, or latest approved version."
"-278707","Y",""
"-278708","Y",""
"-278709","N/A",""
"-278730","Y","GMG 290006"
"-278731","N/A","Subsea well"
"-278732","N",""
"-278733","Y","OTC Greenlight v2.0"
"-278866","Y",""
"-278867","Y",""
"-278868","Y",""
"-278869","N/A",""
"-278870","Y","GMG 290129"
"-278871","N/A",""
"-274182","Y",""
"-274183","Y","Although operations are prepared for zero discharge, we intend to comply with the NPDES general permit requirements.       "
"-274184","N/A","MD17 was top set in 12/2013. The 36"" and 22"" riserless sections are already installed."
"-274185","N/A",""
"-274186","Y","GMG290110"
"-274187","N","Producible wells located in the affected wellbay below the surface and at the wellhead will not be shut-in for rig skids provided that all heavy equipment, such as BOP's, are fully secured on appropriate parking stumps or wellheads. BP intends to shut-in adjacent producible wells during BOP or riser installations at risk of impact should lifting devices fail."
"-274188","N",""
"-274189","Y","IPT Pressure Testing"
"-277007","Y",""
"-277008","N/A",""
"-277009","N/A",""
"-277030","Y","GMG290079"
"-277031","N/A",""
"-277032","N",""
"-277033","Y","Aquila Version 2.0.0"
"-276678","Y",""
"-276679","Y",""
"-276680","N/A",""
"-276681","N/A",""
"-276682","Y","GMG290079"
"-276683","N/A",""
"-276684","N",""
"-276685","Y","Aquila Version 2.0.0"
"-277006","Y",""
"-275735","N/A","Subsea Well"
"-275736","N",""
"-275737","Y","EZ Chart 2.0 "
"-275738","Y",""
"-275739","Y",""
"-275740","Y",""
"-275741","N/A",""
"-275742","Y","GMG290132"
"-275743","N","Please see attachment ""Response to NTL 2009-G25""."
"-275744","N",""
"-275745","Y","IPT Suretec Digital BOP Test Method Version 4.0 or greater"
"-275746","Y",""
"-275747","Y","Plan to use synthetic based mud, mud will be discharged within compliance. System will be able to go full containment / zero discharge if required."
"-275748","N/A",""
"-275749","N/A",""
"-275750","Y","GMG290615"
"-275751","Y",""
"-275752","N",""
"-275753","Y","GL 2.0"
"-275898","Y",""
"-275899","Y",""
"-275900","N/A","Sidetrack, Riserless casings are previously installed."
"-275901","N/A","Sidetrack, Riserless casings are previously installed."
"-275902","Y","GMG29062K"
"-275903","N/A","Subsea well"
"-275904","N",""
"-275905","Y","Aquila Pressure Testing Software."
"-276031","Y",""
"-276032","Y",""
"-276033","N/A",""
"-276034","Y","GMG 290103"
"-276035","N/A","Subsea Well"
"-276036","N",""
"-276037","Y","EZ Chart 2.0 "
"-276030","Y",""
"-279616","N",""
"-279617","Y","SureTec IPT Version 4.0"
"-279618","Y",""
"-279619","Y",""
"-279620","N/A",""
"-279621","N/A",""
"-279622","Y","GMG290629"
"-279623","N/A",""
"-279624","N",""
"-279625","Y","Aquila V2.0"
"-279626","Y",""
"-279627","Y",""
"-279628","Y",""
"-279629","N/A",""
"-279630","Y","GMG 290103"
"-279631","N/A","SS Well"
"-279632","N",""
"-279633","Y","EZ Chart 2.0"
"-278872","N",""
"-278873","Y","Aquila Pressure Testing Software Ver. 2.0"
"-276462","Y",""
"-276463","Y",""
"-276464","Y",""
"-276465","N/A",""
"-276466","Y","GMG290629"
"-276467","N/A","Subsea well"
"-276468","N",""
"-276469","Y","Aquila V.2.0"
"-278970","Y",""
"-278971","Y",""
"-278972","Y",""
"-278973","N/A",""
"-278974","Y","GMG290629"
"-278975","N/A","Subsea well"
"-278976","N",""
"-278977","Y","Aquila V.2.0"
"-279034","Y",""
"-279035","Y",""
"-279036","Y",""
"-279522","Y",""
"-279523","Y",""
"-279524","Y",""
"-279525","N/A",""
"-279526","Y","GMG 290129"
"-279527","N/A",""
"-279528","N",""
"-279529","Y","Aquila Pressure Testing Software Ver. 2.0"
"-275303","N/A","Subsea well"
"-275304","N",""
"-275305","Y","Aquila V.2.0"
"-275306","Y",""
"-275307","N/A",""
"-275308","Y",""
"-275309","N/A",""
"-275310","Y","GMG 290103"
"-275311","N/A","Subsea Well"
"-275312","N",""
"-275313","Y","EZ Chart 2.0"
"-275370","Y","Sufficient mud and barite will be kept on location either on the rig or on standby boats to increase the mudweight by 1/2 ppg or higher if needed		
		
		
"
"-275371","Y","The well will be permitted as Zero discharge permit		
		
		
"
